channel,most_probable_adc,threshold_1_delta,threshold_2_delta
7281,2039,4,5
7282,2041,4,5
7283,2051,11,12
7284,2052,4,5
7285,2068,4,5
7286,2058,4,5
7287,2055,4,5
7288,2056,4,5
7289,2040,4,5
7290,2060,4,5
7291,2060,4,5
7292,2039,4,5
7293,2054,4,5
7294,2041,12,13
7295,2037,4,5
7296,2039,4,5
7297,2052,4,5
7298,2039,4,5
7299,2041,4,5
7300,2054,4,5
7301,2039,4,5
7302,2066,4,5
7303,2080,4,5
7304,2074,4,5
7305,2074,4,5
7306,2074,4,5
7307,2072,4,5
7308,2069,4,5
7309,2076,4,5
7310,2072,4,5
7311,2076,4,5
7312,2063,4,5
7313,2041,4,5
7314,2072,4,5
7315,2068,4,5
7316,2062,4,5
7317,2081,4,5
7318,2068,4,5
7319,2069,4,5
7320,2079,4,5
7321,2090,4,5
7322,2064,4,5
7323,2074,4,5
7324,2068,4,5
7325,2074,4,5
7326,2072,4,5
7327,2074,4,5
7328,2082,4,5
7329,2069,4,5
7330,2076,4,5
7331,2069,4,5
7332,2069,4,5
7333,2068,4,5
7334,2028,4,5
7335,2023,4,5
7336,2015,4,5
7337,2015,4,5
7338,2017,4,4
7339,2019,4,5
7340,2022,4,5
7341,2018,4,4
7342,2023,4,5
7343,2018,4,4
7344,2010,4,5
7345,2019,4,5
7346,2018,4,4
7347,2020,4,5
7348,2026,4,5
7349,2008,4,5
7350,2015,4,5
7351,2017,4,5
7352,2022,4,5
7353,2021,4,5
7354,2024,4,4
7355,2021,4,5
7356,2019,4,4
7357,2018,4,5
7358,2023,4,4
7359,2023,4,4
7360,2022,4,5
7361,2024,4,4
7362,2021,4,5
7363,2027,4,4
7364,2026,4,5
7365,2023,4,5
7366,2030,4,4
7367,2019,4,4
7368,2023,4,4
7369,2024,4,4
7370,2029,4,5
7371,2025,4,4
7372,2029,3,4
7373,2023,4,4
7374,2030,4,4
7375,2031,3,4
7376,2024,4,4
7377,2025,4,4
7378,2029,4,4
7379,2024,4,4
7380,2025,4,5
7381,2026,4,4
7382,2028,4,4
7383,2025,4,4
7384,2025,4,4
7385,2033,4,4
7386,2021,3,4
7387,2025,4,4
7388,2031,4,4
7389,2024,4,4
7390,2035,4,4
7391,2025,4,4
7392,2030,3,4
7393,2018,4,4
7394,2014,4,4
7395,2026,4,4
7396,2033,4,4
7397,2023,4,4
7398,2029,4,4
7399,2030,4,4
7400,2026,4,4
7401,2022,4,4
7402,2031,4,4
7403,2028,3,4
7404,2022,4,4
7405,2019,4,4
7406,2027,4,4
7407,2031,4,4
7408,2017,4,4
7409,2021,4,4
7410,2021,3,4
7411,2019,3,4
7412,2031,4,4
7413,2030,4,4
7414,2025,3,4
7415,2033,3,4
7416,2022,3,4
7417,2024,3,4
7418,2027,3,4
7419,2029,4,4
7420,2023,3,4
7421,2020,3,4
7422,2025,3,4
7423,2021,3,4
7424,2034,3,4
7425,2027,3,4
7426,2021,3,4
7427,2026,3,4
7428,2022,3,4
7429,2029,3,4
7430,2054,4,4
7431,2036,4,4
7432,2041,3,4
7433,2054,3,4
7434,2052,4,7
7435,2054,3,4
7436,2057,3,4
7437,2039,4,4
7438,2059,4,4
7439,2056,4,4
7440,2052,5,10
7441,2052,4,6
7442,2058,3,4
7443,2053,3,4
7444,2058,3,4
7445,2041,11,12
7446,2057,3,4
7447,2034,3,4
7448,2052,4,9
7449,2061,3,4
7450,2057,3,4
7451,2056,3,4
7452,2055,3,4
7453,2056,3,4
7454,2054,4,4
7455,2057,3,4
7456,2053,3,4
7457,2054,3,4
7458,2052,3,4
7459,2039,3,4
7460,2052,10,11
7461,2064,3,4
7462,2061,3,4
7463,2054,3,4
7464,2056,3,4
7465,2039,3,4
7466,2051,9,10
7467,2035,3,4
7468,2038,3,4
7469,2034,4,4
7470,2036,3,4
7471,2039,4,4
7472,2041,4,4
7473,2039,4,4
7474,2040,3,4
7475,2034,3,4
7476,2054,3,4
7477,2041,4,4
7478,2029,3,4
7479,2040,3,4
7480,2054,3,4
7481,2056,3,4
7482,2035,3,4
7483,2039,3,4
7484,2035,3,4
7485,2036,3,4
7486,2025,3,4
7487,2051,10,11
7488,2037,3,4
7489,2035,3,4
7490,2034,3,4
7491,2054,3,4
7492,2031,4,4
7493,2035,3,4
7494,2041,11,11
7495,2059,3,4
7496,2053,3,4
7497,2056,3,4
7498,2066,3,4
7499,2066,3,4
7500,2058,3,4
7501,2058,3,4
7502,2040,3,4
7503,2040,3,4
7504,2057,3,4
7505,2069,3,3
7506,2056,3,4
7507,2062,3,4
7508,2055,3,4
7509,2059,3,4
7510,2056,3,4
7511,2067,3,4
7512,2056,3,4
7513,2056,3,4
7514,2059,3,4
7515,2054,3,4
7516,2061,3,3
7517,2059,3,4
7518,2058,3,4
7519,2034,3,4
7520,2036,3,4
7521,2054,3,4
7522,2058,3,4
7523,2060,3,4
7524,2056,3,4
7525,2065,3,4
7526,2041,3,4
7527,2032,3,4
7528,2052,3,4
7529,2052,3,4
7530,2038,3,4
7531,2041,11,12
7532,2053,3,4
7533,2039,3,4
7534,2056,3,4
7535,2037,3,4
7536,2036,3,4
7537,2041,9,10
7538,2031,3,4
7539,2034,3,4
7540,2037,3,4
7541,2053,3,4
7542,2058,3,3
7543,2038,3,3
7544,2052,4,8
7545,2041,3,4
7546,2054,3,4
7547,2055,3,3
7548,2056,3,4
7549,2052,10,11
7550,2036,3,3
7551,2041,4,9
7552,2052,11,11
7553,2057,3,3
7554,2052,3,3
7555,2041,11,11
7556,2037,3,4
7557,2033,3,4
7558,2058,3,4
7559,2060,3,4
7560,2056,3,4
7561,2056,3,3
7562,2065,3,3
7563,2061,3,4
7564,2057,3,4
7565,2058,3,3
7566,2052,12,13
7567,2060,3,4
7568,2038,3,4
7569,2061,3,3
7570,2059,3,3
7571,2040,3,3
7572,2061,3,4
7573,2062,3,4
7574,2061,3,3
7575,2056,3,3
7576,2059,3,3
7577,2053,3,3
7578,2059,3,3
7579,2062,3,3
7580,2054,3,3
7581,2068,3,3
7582,2065,3,3
7583,2058,3,3
7584,2064,3,3
7585,2058,3,3
7586,2063,3,3
7587,2041,3,3
7588,2063,3,3
7589,2052,11,11
7590,2029,3,3
7591,2033,3,4
7592,2029,3,3
7593,2029,3,3
7594,2032,3,3
7595,2022,3,3
7596,2037,3,3
7597,2023,3,3
7598,2031,3,3
7599,2025,3,3
7600,2033,3,3
7601,2027,3,3
7602,2028,3,3
7603,2027,3,3
7604,2027,3,3
7605,2031,3,3
7606,2026,3,3
7607,2029,3,3
7608,2037,3,3
7609,2037,3,3
7610,2024,3,3
7611,2029,3,3
7612,2028,3,3
7613,2030,3,3
7614,2034,3,3
7615,2027,3,4
7616,2026,3,3
7617,2040,3,3
7618,2034,3,3
7619,2034,3,3
7620,2026,3,3
7621,2029,3,3
7622,2023,3,3
7623,2033,3,3
7624,2042,12,12
7625,2039,3,3
7626,2029,3,3
7627,2027,3,3
7628,2023,3,3
7629,2031,3,3
7630,2031,3,3
7631,2037,3,3
7632,2041,11,12
7633,2036,3,3
7634,2033,3,3
7635,2029,3,3
7636,2036,3,3
7637,2035,3,3
7638,2030,3,3
7639,2032,3,3
7640,2035,3,4
7641,2038,3,4
7642,2031,3,4
7643,2032,3,3
7644,2032,3,3
7645,2034,3,3
7646,2041,3,4
7647,2033,3,3
7648,2035,3,4
7649,2035,3,3
7650,2036,3,3
7651,2020,3,3
7652,2033,3,3
7653,2027,3,3
7654,2064,3,4
7655,2061,3,4
7656,2060,3,4
7657,2062,3,4
7658,2069,3,3
7659,2056,3,3
7660,2064,3,4
7661,2065,3,3
7662,2055,3,3
7663,2065,3,3
7664,2063,3,3
7665,2069,3,4
7666,2066,3,3
7667,2060,3,3
7668,2071,3,3
7669,2065,3,3
7670,2069,3,3
7671,2068,3,3
7672,2064,3,4
7673,2068,3,3
7674,2066,3,3
7675,2064,3,4
7676,2061,3,3
7677,2057,3,3
7678,2075,3,3
7679,2069,3,3
7680,2060,3,4
7681,2063,3,4
7682,2063,3,3
7683,2064,3,3
7684,2061,3,4
7685,2059,3,4
7686,2029,3,4
7687,2022,3,3
7688,2029,3,4
7689,2037,3,4
7690,2024,3,3
7691,2026,3,3
7692,2031,3,3
7693,2032,3,3
7694,2028,3,3
7695,2030,3,3
7696,2024,3,3
7697,2030,3,3
7698,2031,3,4
7699,2031,3,4
7700,2026,3,3
7701,2028,3,3
7702,2038,3,3
7703,2028,3,3
7704,2027,3,4
7705,2035,3,3
7706,2030,3,3
7707,2029,3,3
7708,2033,3,3
7709,2035,3,3
7710,2041,3,4
7711,2027,3,3
7712,2030,3,3
7713,2031,3,3
7714,2028,3,3
7715,2023,3,4
7716,2029,3,4
7717,2033,3,4
7718,2027,3,3
7719,2029,3,3
7720,2027,3,4
7721,2029,3,4
7722,2019,3,3
7723,2017,3,3
7724,2019,3,3
7725,2022,3,3
7726,2033,3,3
7727,2028,3,3
7728,2030,3,3
7729,2031,3,4
7730,2012,3,3
7731,2015,3,3
7732,2023,3,3
7733,2034,3,3
7734,2029,3,3
7735,2026,3,4
7736,2024,3,4
7737,2019,3,4
7738,2025,3,3
7739,2021,3,3
7740,2015,3,3
7741,2023,3,4
7742,2023,3,4
7743,2026,3,3
7744,2028,3,4
7745,2030,3,3
7746,2027,3,4
7747,2039,3,3
7748,2027,3,4
7749,2022,3,4
7750,2022,3,4
7751,2029,3,4
7752,2029,3,4
7753,2021,3,4
7754,2028,3,3
7755,2031,3,4
7756,2010,3,4
7757,2039,3,4
7758,2034,3,4
7759,2033,3,3
7760,2035,3,4
7761,2023,3,4
7762,2025,3,4
7763,2025,3,4
7764,2019,3,4
7765,2014,3,4
7766,2027,3,4
7767,2022,3,4
7768,2023,3,3
7769,2036,3,3
7770,2028,3,4
7771,2021,3,3
7772,2028,3,3
7773,2027,3,4
7774,2024,3,3
7775,2023,3,3
7776,2023,3,3
7777,2025,3,3
7778,2024,3,4
7779,2019,3,4
7780,2025,3,4
7781,2031,4,4
7782,2031,3,4
7783,2022,3,4
7784,2024,3,4
7785,2037,3,4
7786,2033,3,4
7787,2033,3,4
7788,2022,3,4
7789,2035,3,4
7790,2031,3,4
7791,2028,3,4
7792,2031,3,4
7793,2031,3,4
7794,2024,3,4
7795,2028,3,4
7796,2026,3,4
7797,2035,3,4
7798,2030,3,4
7799,2036,3,4
7800,2034,3,4
7801,2029,3,4
7802,2035,3,4
7803,2029,3,4
7804,2028,3,4
7805,2033,3,4
7806,2031,3,4
7807,2020,4,4
7808,2038,3,4
7809,2031,3,4
7810,2028,3,4
7811,2022,4,4
7812,2034,3,4
7813,2031,4,4
7814,2058,3,4
7815,2062,3,4
7816,2061,3,4
7817,2054,3,4
7818,2053,10,11
7819,2059,3,4
7820,2058,3,4
7821,2059,3,4
7822,2060,3,4
7823,2055,3,4
7824,2060,3,4
7825,2064,4,4
7826,2057,3,4
7827,2063,3,4
7828,2060,3,4
7829,2052,11,12
7830,2056,3,4
7831,2056,4,4
7832,2058,3,4
7833,2062,3,4
7834,2041,12,12
7835,2056,3,4
7836,2037,4,4
7837,2060,3,4
7838,2065,3,4
7839,2067,3,4
7840,2054,3,4
7841,2057,3,4
7842,2057,3,4
7843,2041,4,4
7844,2061,4,4
7845,2062,4,4
7846,2032,4,4
7847,2023,3,4
7848,2037,4,4
7849,2030,3,4
7850,2033,3,4
7851,2029,3,4
7852,2028,4,4
7853,2039,4,4
7854,2052,11,12
7855,2035,4,4
7856,2031,4,4
7857,2030,3,4
7858,2038,3,4
7859,2033,4,4
7860,2032,3,4
7861,2035,4,4
7862,2039,4,4
7863,2027,3,4
7864,2034,4,4
7865,2034,4,4
7866,2031,4,4
7867,2052,11,11
7868,2038,3,4
7869,2041,4,4
7870,2036,4,4
7871,2040,4,4
7872,2039,4,4
7873,2035,4,4
7874,2039,4,4
7875,2036,4,4
7876,2027,4,4
7877,2031,4,4
7878,2002,4,4
7879,1999,3,4
7880,2003,3,4
7881,2003,3,4
7882,2002,3,4
7883,2004,3,4
7884,2004,3,4
7885,1998,3,4
7886,2004,3,4
7887,1996,3,4
7888,2001,4,4
7889,1997,3,4
7890,2005,3,4
7891,2002,3,4
7892,2004,3,4
7893,2001,4,4
7894,2001,3,4
7895,2012,3,4
7896,2002,4,4
7897,1999,4,4
7898,1994,4,4
7899,1993,4,4
7900,1991,4,4
7901,1998,4,4
7902,2002,3,4
7903,1999,4,4
7904,2001,4,4
7905,2007,4,4
7906,2001,4,4
7907,1999,4,4
7908,2005,4,4
7909,2002,4,4
7910,2041,4,4
7911,2057,4,4
7912,2054,4,4
7913,2060,4,4
7914,2039,4,4
7915,2056,4,4
7916,2052,12,13
7917,2053,4,9
7918,2058,4,4
7919,2053,10,11
7920,2057,4,4
7921,2058,4,4
7922,2039,4,4
7923,2052,12,13
7924,2056,4,4
7925,2052,11,11
7926,2041,13,13
7927,2063,4,4
7928,2058,3,4
7929,2036,3,4
7930,2054,10,11
7931,2052,12,12
7932,2058,4,4
7933,2056,3,4
7934,2054,4,4
7935,2035,4,4
7936,2040,3,4
7937,2040,4,4
7938,2060,4,4
7939,2060,4,4
7940,2059,3,4
7941,2041,4,4
7942,2059,4,4
7943,2059,4,4
7944,2059,4,4
7945,2059,4,4
7946,2058,4,4
7947,2060,4,4
7948,2064,4,4
7949,2062,4,4
7950,2068,4,4
7951,2059,4,4
7952,2055,4,4
7953,2061,4,4
7954,2067,4,4
7955,2064,4,4
7956,2061,4,4
7957,2058,4,4
7958,2065,4,4
7959,2052,9,10
7960,2069,3,4
7961,2066,4,4
7962,2062,3,4
7963,2068,3,4
7964,2057,4,4
7965,2068,4,4
7966,2062,4,4
7967,2054,4,4
7968,2060,4,4
7969,2062,4,4
7970,2066,4,4
7971,2056,4,4
7972,2062,4,4
7973,2057,4,4
7974,1986,4,5
7975,1986,4,4
7976,1994,4,4
7977,1995,4,4
7978,1991,4,4
7979,1980,4,4
7980,1993,4,4
7981,1989,4,4
7982,1991,4,4
7983,1976,4,4
7984,1992,4,4
7985,1996,4,4
7986,1999,4,4
7987,1994,4,4
7988,1991,4,4
7989,1988,4,4
7990,1990,4,4
7991,2000,4,4
7992,1986,4,4
7993,1985,4,5
7994,1989,4,4
7995,1988,4,4
7996,1984,4,4
7997,1981,4,4
7998,1991,4,5
7999,1995,4,4
8000,1988,4,4
8001,1996,4,5
8002,1987,4,5
8003,1981,4,4
8004,1983,4,5
8005,1989,4,5
8006,2015,4,5
8007,2015,4,5
8008,2017,4,5
8009,2021,4,5
8010,2017,4,5
8011,2019,4,5
8012,2024,4,5
8013,2015,4,5
8014,2018,4,5
8015,2015,4,5
8016,2013,4,5
8017,2026,4,5
8018,2020,4,5
8019,2020,4,5
8020,2021,4,5
8021,2009,4,5
8022,2016,4,5
8023,2022,4,5
8024,2019,4,5
8025,2019,4,5
8026,2025,4,5
8027,2020,4,5
8028,2024,4,5
8029,2018,4,5
8030,2036,4,5
8031,2025,4,5
8032,2024,4,5
8033,2019,4,5
8034,2017,4,5
8035,2015,4,5
8036,2025,4,5
8037,2014,4,5
8038,2038,5,5
8039,2051,12,13
8040,2037,5,5
8041,2039,5,5
8042,2056,5,5
8043,2042,11,12
8044,2055,4,5
8045,2041,4,5
8046,2052,12,13
8047,2056,4,5
8048,2054,4,5
8049,2052,8,10
8050,2037,4,5
8051,2039,5,5
8052,2052,10,11
8053,2040,4,5
8054,2054,5,5
8055,2040,5,5
8056,2052,9,11
8057,2056,5,6
8058,2042,5,8
8059,2057,5,5
8060,2052,10,11
8061,2054,5,5
8062,2038,5,5
8063,2053,5,5
8064,2059,5,5
8065,2055,5,5
8066,2051,11,12
8067,2039,5,6
8068,2064,5,6
8069,2056,5,6
8070,2070,5,5
8071,2078,5,5
8072,2075,5,6
8073,2066,5,6
8074,2082,5,5
8075,2080,5,6
8076,2090,5,5
8077,2074,5,5
8078,2062,5,5
8079,2078,5,5
8080,2075,5,5
8081,2075,5,5
8082,2073,5,5
8083,2071,5,5
8084,2077,5,6
8085,2069,5,6
8086,2069,5,5
8087,2072,5,5
8088,2068,5,5
8089,2080,5,5
8090,2072,5,5
8091,2070,5,5
8092,2076,5,5
8093,2067,5,5
8094,2070,5,5
8095,2081,5,5
8096,2075,5,5
8097,2074,5,5
8098,2073,5,5
8099,2080,5,5
8100,2070,5,5
8101,2074,6,6
8102,2020,5,5
8103,2015,5,5
8104,2024,5,5
8105,2021,5,5
8106,2023,5,5
8107,2020,5,5
8108,2012,5,5
8109,2013,5,6
8110,2013,5,6
8111,2031,5,6
8112,2022,5,5
8113,2025,5,6
8114,2018,5,5
8115,2019,5,5
8116,2019,5,5
8117,2017,5,6
8118,2019,5,5
8119,2021,4,5
8120,2022,5,5
8121,2015,5,6
8122,2021,5,5
8123,2015,5,6
8124,2025,5,5
8125,2029,5,6
8126,2019,4,5
8127,2019,5,5
8128,2027,5,5
8129,2009,5,6
8130,2023,5,5
8131,2022,5,5
8132,2014,5,5
8133,2018,5,6
8134,2068,4,5
8135,2058,4,5
8136,2062,5,5
8137,2083,5,5
8138,2071,4,5
8139,2071,4,5
8140,2071,4,5
8141,2067,4,5
8142,2081,4,5
8143,2082,4,5
8144,2069,4,5
8145,2074,5,5
8146,2081,4,5
8147,2070,5,5
8148,2068,5,5
8149,2072,5,5
8150,2073,5,6
8151,2071,5,5
8152,2078,5,5
8153,2080,5,6
8154,2062,5,6
8155,2080,5,6
8156,2075,5,5
8157,2067,5,5
8158,2078,5,5
8159,2076,5,5
8160,2070,5,5
8161,2078,5,5
8162,2072,5,5
8163,2075,5,5
8164,2082,5,6
8165,2073,5,6
8166,2042,5,6
8167,2035,5,6
8168,2053,5,6
8169,2039,5,6
8170,2035,5,6
8171,2035,5,6
8172,2035,5,6
8173,2034,5,6
8174,2054,5,6
8175,2037,5,6
8176,2033,5,6
8177,2039,5,6
8178,2029,5,6
8179,2030,5,6
8180,2042,12,13
8181,2052,12,13
8182,2037,5,6
8183,2035,5,6
8184,2060,5,6
8185,2053,5,6
8186,2054,5,6
8187,2039,5,6
8188,2037,5,6
8189,2041,5,6
8190,2037,5,6
8191,2039,5,6
8192,2041,5,6
8193,2038,5,6
8194,2035,5,6
8195,2041,5,6
8196,2039,5,6
8197,2054,5,6
8198,2052,10,12
8199,2060,5,6
8200,2056,5,6
8201,2061,5,6
8202,2053,5,6
8203,2062,5,6
8204,2055,5,6
8205,2064,5,6
8206,2062,5,6
8207,2064,5,6
8208,2062,5,6
8209,2067,5,6
8210,2052,5,6
8211,2037,5,6
8212,2056,5,6
8213,2039,5,6
8214,2069,5,6
8215,2055,5,6
8216,2057,5,6
8217,2062,5,6
8218,2060,5,6
8219,2055,5,6
8220,2054,5,6
8221,2060,5,6
8222,2058,5,6
8223,2056,5,6
8224,2056,5,6
8225,2059,5,6
8226,2062,5,6
8227,2058,5,6
8228,2039,6,7
8229,2061,5,7
8230,2027,5,6
8231,2021,5,6
8232,2017,5,6
8233,2029,5,6
8234,2029,5,6
8235,2022,5,6
8236,2026,5,6
8237,2030,5,6
8238,2021,5,6
8239,2021,5,6
8240,2027,5,6
8241,2028,5,6
8242,2028,5,6
8243,2023,5,6
8244,2024,5,6
8245,2027,5,6
8246,2028,5,6
8247,2035,5,6
8248,2035,5,6
8249,2030,5,6
8250,2028,5,6
8251,2030,5,6
8252,2031,5,6
8253,2033,5,6
8254,2031,5,6
8255,2028,5,6
8256,2023,5,6
8257,2018,5,6
8258,2026,5,6
8259,2033,5,6
8260,2022,6,7
8261,2024,5,6
8262,2021,6,7
8263,2026,5,6
8264,2027,5,6
8265,2025,5,6
8266,2037,5,6
8267,2029,5,6
8268,2029,6,7
8269,2034,5,6
8270,2027,5,6
8271,2031,5,6
8272,2029,5,6
8273,2029,5,6
8274,2039,5,6
8275,2023,5,6
8276,2023,5,6
8277,2029,5,6
8278,2027,6,7
8279,2024,5,6
8280,2030,5,6
8281,2031,5,6
8282,2021,5,6
8283,2026,5,6
8284,2031,5,6
8285,2023,5,6
8286,2027,5,6
8287,2029,5,6
8288,2033,6,7
8289,2027,6,7
8290,2028,6,7
8291,2027,5,7
8292,2020,6,7
8293,2026,6,7
8294,2041,7,8
8295,2041,6,7
8296,2042,6,7
8297,2041,6,8
8298,2039,6,8
8299,2054,6,8
8300,2041,6,8
8301,2033,6,7
8302,2041,6,7
8303,2033,6,7
8304,2042,6,7
8305,2039,6,7
8306,2054,6,7
8307,2035,6,7
8308,2028,6,7
8309,2040,6,7
8310,2036,6,7
8311,2033,6,7
8312,2031,6,7
8313,2033,6,7
8314,2041,6,7
8315,2035,6,7
8316,2052,6,8
8317,2037,6,7
8318,2039,6,7
8319,2054,6,8
8320,2038,6,7
8321,2035,6,7
8322,2043,6,8
8323,2041,6,8
8324,2053,7,8
8325,2031,6,8
8326,2012,6,7
8327,2022,6,7
8328,2015,5,7
8329,2019,5,7
8330,2025,5,7
8331,2017,5,7
8332,2017,6,7
8333,2021,6,7
8334,2018,5,7
8335,2026,5,7
8336,2020,5,7
8337,2031,6,7
8338,2027,5,7
8339,2020,6,7
8340,2017,5,7
8341,2027,6,7
8342,2018,5,7
8343,2026,6,7
8344,2019,5,7
8345,2013,6,7
8346,2016,6,7
8347,2022,6,7
8348,2019,5,7
8349,2022,6,7
8350,2019,6,7
8351,2027,5,7
8352,2017,6,7
8353,2021,6,7
8354,2015,6,8
8355,2021,6,7
8356,2021,6,7
8357,2021,6,7
8358,2025,6,7
8359,2021,6,7
8360,2023,6,7
8361,2022,6,7
8362,2026,6,7
8363,2029,6,7
8364,2021,6,7
8365,2026,6,7
8366,2029,6,7
8367,2035,6,7
8368,2025,6,7
8369,2021,6,7
8370,2028,6,7
8371,2017,6,7
8372,2028,6,7
8373,2013,6,7
8374,2027,6,7
8375,2017,6,7
8376,2023,6,7
8377,2028,6,7
8378,2028,182,203
8379,2014,6,7
8380,2031,6,7
8381,2022,6,7
8382,2031,6,7
8383,2026,6,7
8384,2026,6,7
8385,2023,6,7
8386,2027,6,7
8387,2030,6,7
8388,2031,6,8
8389,2015,7,8
8390,2027,7,8
8391,2041,6,8
8392,2034,6,8
8393,2039,7,8
8394,2039,7,8
8395,2034,1,1
8396,2031,7,8
8397,2041,7,8
8398,2039,6,8
8399,2039,7,8
8400,2023,6,8
8401,2051,12,13
8402,2034,6,7
8403,2034,6,8
8404,2041,7,8
8405,2041,6,8
8406,2036,6,7
8407,2039,7,8
8408,2034,6,7
8409,2054,7,8
8410,2037,6,8
8411,2035,6,8
8412,2052,10,12
8413,2040,6,8
8414,2031,6,8
8415,2038,6,7
8416,2023,6,8
8417,2054,6,8
8418,2033,6,8
8419,2039,6,8
8420,2037,6,8
8421,2034,7,8
8422,2037,7,8
8423,2030,6,8
8424,2034,6,8
8425,2031,6,8
8426,2035,6,8
8427,2027,6,7
8428,2041,6,8
8429,2027,7,8
8430,2031,6,8
8431,2031,7,8
8432,2033,6,8
8433,2034,6,7
8434,2035,6,8
8435,2036,6,8
8436,2028,6,8
8437,2024,6,8
8438,2031,6,7
8439,2035,6,8
8440,2022,6,7
8441,2031,6,7
8442,2028,6,7
8443,2033,6,8
8444,2031,6,8
8445,2031,6,8
8446,2033,6,8
8447,2035,6,7
8448,2028,6,8
8449,2038,6,8
8450,2033,6,8
8451,2027,6,8
8452,2022,6,8
8453,2029,7,8
8454,2074,7,8
8455,2076,7,8
8456,2066,6,8
8457,2061,6,8
8458,2073,6,8
8459,2072,6,8
8460,2082,6,8
8461,2080,7,8
8462,2082,6,8
8463,2066,6,8
8464,2066,6,8
8465,2082,6,8
8466,2086,7,8
8467,2070,6,8
8468,2068,7,8
8469,2064,7,8
8470,2068,6,8
8471,2064,6,8
8472,2067,6,8
8473,2072,6,8
8474,2073,6,8
8475,2070,6,8
8476,2061,6,8
8477,2069,6,8
8478,2070,6,8
8479,2076,6,8
8480,2074,6,8
8481,2073,6,8
8482,2072,6,8
8483,2066,6,8
8484,2068,6,8
8485,2074,6,8
8486,2068,6,8
8487,2066,6,8
8488,2066,6,8
8489,2067,6,8
8490,2071,6,8
8491,2076,6,8
8492,2070,6,8
8493,2070,6,8
8494,2074,6,8
8495,2071,6,8
8496,2066,6,8
8497,2070,6,8
8498,2070,6,8
8499,2078,6,8
8500,2074,6,8
8501,2066,6,8
8502,2073,6,8
8503,2074,6,8
8504,2075,6,8
8505,2069,6,7
8506,2076,6,8
8507,2062,6,8
8508,2078,6,7
8509,2074,6,8
8510,2066,6,8
8511,2064,7,8
8512,2066,7,8
8513,2074,6,8
8514,2072,6,8
8515,2070,6,8
8516,2068,6,8
8517,2068,6,8
8518,2054,6,8
8519,2052,6,8
8520,2052,7,9
8521,2054,6,8
8522,2052,6,8
8523,2066,6,7
8524,2041,6,8
8525,2039,6,8
8526,2034,6,8
8527,2053,7,8
8528,2039,6,8
8529,2037,6,8
8530,2052,11,13
8531,2054,6,8
8532,2036,6,7
8533,2039,6,8
8534,2036,6,7
8535,2037,6,7
8536,2034,6,8
8537,2041,6,8
8538,2038,6,8
8539,2034,6,7
8540,2039,6,8
8541,2041,6,8
8542,2037,6,8
8543,2053,7,8
8544,2060,6,8
8545,2038,6,7
8546,2057,6,7
8547,2052,6,8
8548,2031,6,7
8549,2036,6,8
8550,2052,8,11
8551,2052,9,12
8552,2052,9,12
8553,2041,6,8
8554,2055,6,7
8555,2054,6,7
8556,2053,6,7
8557,2039,6,7
8558,2052,9,12
8559,2052,6,8
8560,2053,6,7
8561,2038,6,8
8562,2062,6,7
8563,2037,6,7
8564,2041,6,8
8565,2051,10,12
8566,2039,6,8
8567,2051,12,13
8568,2041,6,8
8569,2052,6,8
8570,2036,6,7
8571,2039,6,7
8572,2041,6,8
8573,2039,6,8
8574,2054,11,11
8575,2039,6,8
8576,2037,6,7
8577,2052,8,10
8578,2041,6,8
8579,2037,6,8
8580,2041,6,8
8581,2039,7,8
8582,2026,7,8
8583,2031,7,8
8584,2010,7,8
8585,2033,7,8
8586,2025,7,8
8587,2020,7,8
8588,2029,7,8
8589,2015,7,8
8590,2026,7,8
8591,2022,7,8
8592,2029,6,8
8593,2026,7,8
8594,2035,7,8
8595,2031,7,8
8596,2028,6,8
8597,2027,7,8
8598,2029,7,8
8599,2029,7,8
8600,2023,7,8
8601,2036,6,8
8602,2029,6,8
8603,2019,6,8
8604,2023,7,8
8605,2034,6,8
8606,2026,6,8
8607,2027,6,8
8608,2029,7,8
8609,2021,7,8
8610,2026,6,8
8611,2013,6,8
8612,2020,6,8
8613,2018,6,8
8614,2019,6,8
8615,2018,7,8
8616,2018,7,8
8617,2023,7,8
8618,2021,6,8
8619,2019,6,8
8620,2023,6,8
8621,2037,7,8
8622,2018,6,8
8623,2017,6,8
8624,2022,6,8
8625,2027,6,8
8626,2024,6,8
8627,2023,6,8
8628,2020,6,8
8629,2029,6,8
8630,2026,6,8
8631,2031,7,8
8632,2013,7,8
8633,2018,7,8
8634,2030,6,8
8635,2021,6,8
8636,2023,6,8
8637,2023,6,8
8638,2031,7,8
8639,2013,6,8
8640,2025,6,8
8641,2023,7,8
8642,2017,6,8
8643,2022,6,8
8644,2018,6,8
8645,2026,7,8
8646,2057,6,8
8647,2056,6,8
8648,2054,6,8
8649,2059,6,7
8650,2066,6,7
8651,2062,6,8
8652,2064,7,8
8653,2060,6,8
8654,2064,6,8
8655,2061,6,8
8656,2058,6,8
8657,2062,6,8
8658,2062,7,8
8659,2056,6,8
8660,2051,6,8
8661,2062,6,8
8662,2060,6,8
8663,2057,6,8
8664,2064,7,8
8665,2057,6,8
8666,2065,7,8
8667,2067,6,8
8668,2067,6,8
8669,2064,7,8
8670,2066,6,8
8671,2067,6,8
8672,2058,6,8
8673,2060,6,8
8674,2059,6,8
8675,2062,6,8
8676,2068,6,8
8677,2072,7,8
